sent_id,generator,evaluator,English_Sentence,Translation,score
119,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"""Were strengthening our enforcement on third-party apps that violate YouTubes Terms of Service, specifically ad-blocking apps,"" a YouTube spokesperson explained.","""Wir verstärken unsere Durchsetzung bei Drittanbieter-Apps, die gegen die Nutzungsbedingungen von YouTube verstoßen, insbesondere Ad-Blocking-Apps"", erklärte ein YouTube-Sprecher.",5
120,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"We want to emphasize that our terms dont allow third-party apps to turn off ads because that prevents the creator from being rewarded for viewership, and Ads on YouTube help support creators and let billions of people around the world use the streaming service.","Wir möchten betonen, dass unsere Geschäftsbedingungen es nicht erlauben, dass Drittanbieter-Apps Anzeigen abschalten, da dies den Ersteller daran hindert, für die Nutzung belohnt zu werden, und Anzeigen auf YouTube helfen den Erstellern und ermöglichen es Milliarden von Menschen weltweit, den Streaming-Dienst zu nutzen.",5
121,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Like with regular TV, YouTube serves up ads to generate money that funds the service.","Wie beim normalen Fernsehen schaltet YouTube Werbung, um Geld zu verdienen, das den Dienst finanziert.",5
122,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,And it also pays some of these ad earnings to creators who fill the app with content.,"Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.",5
123,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"If you really hate ads, there is an official option you can take advantage of.","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Option, von der du Gebrauch machen kannst.",5
124,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Its main perk is that you can enjoy an entirely ad-free version of YouTube where your videos won't be interrupted.,"Der Hauptvorteil besteht darin, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.",5
125,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"But it has some bonus features too, including the ability to download videos for offline viewing.","Aber es hat auch einige Bonusfunktionen, einschließlich der Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.",5
126,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Google will be hoping that many users who can no longer block ads will turn to paying for YouTube Premium instead.,"Google wird hoffen, dass viele Nutzer, die nicht mehr in der Lage sind, Anzeigen zu blockieren, stattdessen YouTube Premium abonnieren werden.",5
127,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Google users have been warned to never ignore an important Gmail notification that could signal a scam.,"Google-Benutzer wurden gewarnt, niemals eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hinweisen könnte.",5
128,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"In the hopes of combating scams and malware, Google administers warnings whenever someone receives a suspicious-looking email.","In der Hoffnung, Betrug und Malware zu bekämpfen, gibt Google Warnungen heraus, wenn jemand eine verdächtig aussehende E-Mail erhält.",5
129,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,These dangerous files can attack your device using different methods and typically hope to steal sensitive information.,"Diese gefährlichen Dateien können Ihr Gerät mit verschiedenen Methoden angreifen und hoffen typischerweise darauf, sensible Informationen zu stehlen.",5
130,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,They can also monitor and record your device's activity without your knowledge.,"Sie können auch die Aktivitäten Ihres Geräts überwachen und aufzeichnen, ohne dass Sie es bemerken.",5
131,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Malware detection is turned on by default on Google Chrome, and because of this, users may receive messages alerting them to dangerous emails.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, und aus diesem Grund können Benutzer Nachrichten erhalten, die sie vor gefährlichen E-Mails warnen.",5
132,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"""If the email has suspicious links or asks you to do unusual things like send money or personal information, the message may be a scam sent without permission from your contact's email account,"" Google notes on its webpage.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.",5
133,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"You can also report the email to Google by clicking ""Report this suspicious message.""","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.",5
134,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"The message will be marked as ""sent from a compromised account,"" and will notify the Gmail team.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team benachrichtigen.",5
135,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Lastly, if the suspicious email came from a trustworthy person, inform them about the message (but not over email).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie diese über die Nachricht (aber nicht über E-Mail).",5
136,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Becky (whose name has been changed) is one of many who lost hundreds of pounds to a Booking.com scam while on a trip to Thailand in October 2023.,"Becky (der Name wurde geändert) ist eine von vielen, die hunderte Pfund an einen Booking.com-Betrug verloren haben, während sie im Oktober 2023 eine Reise nach Thailand gemacht haben.",5
137,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"She had booked a hotel for one night in Bangkok, to stay in before heading to the airport for her flight home the next day,","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.",5
138,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"However, before arriving at the hotel, she received a message on the Booking.com platform asking for payment in the local currency.","Allerdings, bevor sie im Hotel ankam, erhielt sie eine Nachricht über die Booking.com Plattform, die um Zahlung in der lokalen Währung bat.",5
139,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"But she told: ""I should have picked up that this was more than I paid for the hotel, but it was obviously in a different currency, and when you are panicking, your booking may be cancelled whilst, on the route in the middle of the night, it's not your first thought.","Aber sie sagte: ""Ich hätte bemerken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, kann die Buchung storniert werden, während man mitten in der Nacht auf dem Weg ist, ist es nicht der erste Gedanke...""",4
140,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"A week before departure, Viktoria got a message, apparently from the hotel, saying she must pay £791 towards her stay or the reservation would be cancelled.","Eine Woche vor der Abreise erhielt Viktoria eine Nachricht, offensichtlich vom Hotel, in der stand, dass sie £791 für ihren Aufenthalt bezahlen müsse, oder die Reservierung würde storniert werden.",5
141,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"She said: Because the message appeared in my Booking.com account and looked so official, I felt like I had to follow orders.","Sie sagte: ""Weil die Nachricht in meinem Booking.com-Konto erschien und so offiziell aussah, fühlte ich mich verpflichtet, den Anweisungen zu folgen.""",5
142,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,It wasnt until Viktoria and her mum got to the hotel that she realised she had been scammed as the receptionist told her the full £937 for their 11-night break still had to be paid.,"Es war erst, als Viktoria und ihre Mutter im Hotel ankamen, dass sie feststellte, dass sie betrogen worden war, als der Empfangschef ihr sagte, dass die volle Summe von £937 für ihren 11-tägigen Aufenthalt noch bezahlt werden musste.",5
143,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Viktoria fought for five months to get her money back, but Booking.com, the hotel and her bank all refused.","Viktoria kämpfte für fünf Monate, um ihr Geld zurückzubekommen, aber Booking.com, das Hotel und ihre Bank lehnten alle ab.",5
144,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Commenting on these scams, Booking.com reiterated that its own security had not been breached but confirmed that con artists had compromised the IT systems of a number of the venues it lists.","In Bezug auf diese Betrügereien betonte Booking.com, dass die eigene Sicherheit nicht beeinträchtigt wurde, aber bestätigte, dass Kriminelle die IT-Systeme einer Reihe der von ihnen gelisteten Veranstaltungsorte kompromittiert hatten.",5
145,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"This can happen if a member of the hotel's staff mistakenly clicks on a link in an email sent by criminals, who can then log into the hotels account on the booking site and message customers directly.","Dies kann passieren, wenn ein Mitglied des Hotelpersonals versehentlich auf einen Link in einer E-Mail klickt, die von Kriminellen gesendet wurde, die sich dann in das Konto des Hotels auf der Buchungsseite einloggen und Kunden direkt kontaktieren können.",5
146,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Anyone who receives a message on the Booking.com platform that asks you to make a payment should call their hotel, airline or other service provider to check that they're genuine.","Jeder, der eine Nachricht auf der Booking.com-Plattform erhält, in der um eine Zahlung gebeten wird, sollte sein Hotel, seine Fluglinie oder seinen anderen Dienstleister anrufen, um sicherzustellen, dass sie echt sind.",5
147,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"There is no guarantee you'll get your money back, but banks will often compensate you if you can show you did not know the money would leave your account.","Es gibt keine Garantie, dass Sie Ihr Geld zurückbekommen, aber Banken werden Sie oft entschädigen, wenn Sie nachweisen können, dass Sie nicht wussten, dass das Geld Ihr Konto verlassen würde.",5
148,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"A ""SHOW off"" ambulance driver has admitted causing the death of a paramedic who was killed in a horror crash with a cement lorry.","Ein „Angeber“-Rettungswagenfahrer hat zugegeben, den Tod eines Sanitäters verursacht zu haben, der bei einem Horrorunfall mit einem Zementlaster ums Leben kam.",4
149,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Alice Clark, 21, was just two months into her job when she died while responding to an emergency call.","Alice Clark, 21, war gerade erst zwei Monate in ihrem Job, als sie starb, während sie auf einen Notruf reagierte.",5
150,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Edward Riding was driving the ambulance when he took a wrong turn and hit a kerb at over 80mph.,"Edward Riding fuhr den Krankenwagen, als er falsch abbog und mit über 80mph gegen einen Bordstein fuhr.",5
151,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,The 44-year-old then collided with the corner of a parked car before crossing a lay-by and slamming into the back of a tanker.,"Der 44-Jährige stieß dann mit der Ecke eines geparkten Autos zusammen, bevor er eine Parkbucht überquerte und in das Heck eines Tanklastwagens krachte.",5
152,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Riding admitted causing Alice's death by dangerous driver but avoided a jail term - despite colleagues describing his driving as ""very fast"" and accusing him of ""showing off"".","Riding gab zu, dass er durch rücksichtsloses Fahren den Tod von Alice verursacht hat, entging jedoch einer Gefängnisstrafe - obwohl Kollegen sein Fahren als ""sehr schnell"" beschrieben und ihm ""Angeberrei"" vorwarfen.",5
153,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"He was instead handed a prison sentence of nine months, suspended for 18 months.","Er wurde stattdessen zu einer neunmonatigen Haftstrafe verurteilt, die für 18 Monate ausgesetzt wurde.",5
154,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,Alice was eventually rescued from the ambulance but had suffered life-threatening injuries and couldn't be saved.,"Alice wurde schließlich von der Ambulanz gerettet, hatte jedoch lebensbedrohliche Verletzungen erlitten und konnte nicht gerettet werden.",5
155,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,A cause of death was given as lower limb and pelvic fractures with retroperitoneal haemorrhage from a vehicular crash.,Als Todesursache wurden Unterschenkel- und Beckenbrüche mit retroperitonealer Blutung aufgrund eines Verkehrsunfalls angegeben.,5
156,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"I felt unsafe with him, I was scared of Zeke's driving, and I felt that I had no option but to raise this with a supervisor.","Ich fühlte mich unsicher bei ihm, ich hatte Angst vor Zekes Fahrstil, und ich hatte das Gefühl, dass ich keine andere Möglichkeit hatte, als dies einem Vorgesetzten zu melden.",5
157,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Another student paramedic, Megan Kuhn, was in the back of the vehicle and suffered a severe concussion, a bleed on the brain and bruising down her left side.","Eine weitere Studenten-Notfallsanitäterin, Megan Kuhn, saß im hinteren Teil des Fahrzeugs und erlitt eine schwere Gehirnerschütterung, eine Hirnblutung und blaue Flecken auf ihrer linken Seite.",5
158,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"The driver of the Volvo tanker was left with a split to his left eyebrow, a swollen eye, cuts and bruises and a torn ligament in his neck.","Der Fahrer des Volvo Tanklastwagens hatte einen Riss an seiner linken Augenbraue, ein geschwollenes Auge, Schnittwunden und blaue Flecken und ein gerissenes Band in seinem Nacken.",5
159,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"Riding was airlifted to hospital with rib fractures, a dislocated hip and several leg fractures.","Fahren wurde mit Rippenbrüchen, einer luxierten Hüfte und mehreren Beinbrüchen ins Krankenhaus geflogen.",5
160,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"As well as a suspended prison sentence, Riding was banned from driving for 15 months and ordered to pay £826 in court costs.","Neben einer Bewährungsstrafe wurde Riding für 15 Monate das Führen eines Fahrzeugs untersagt und er wurde angewiesen, 826 Pfund Gerichtskosten zu zahlen.",5
161,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"The nationwide doctors' strike in Kenya began on March 12, with at least 4,000 medics demanding higher salaries as part of a 2017 collective bargaining agreement, better working conditions and the employment of intern doctors.","Der landesweite Ärztestreik in Kenia begann am 12. März, wobei mindestens 4.000 Ärzte höhere Gehälter im Rahmen einer Kollektivvereinbarung von 2017, bessere Arbeitsbedingungen und die Anstellung von Assistenzärzten fordern.",5
162,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,The government rejected the doctors' demands and made a counteroffer which was rejected by the doctors' union.,"Die Regierung lehnte die Forderungen der Ärzte ab und machte ein Gegenangebot, das von der Ärztegewerkschaft abgelehnt wurde.",5
163,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"With medical professionals absent from their posts, hospitals, and clinics, many patients were left unattended and desperate for medical assistance.","Mit dem Fehlen von medizinischem Fachpersonal an ihren Arbeitsplätzen, Krankenhäusern und Kliniken wurden viele Patienten unbeaufsichtigt gelassen und waren verzweifelt auf medizinische Hilfe angewiesen.",4.5
164,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,"According to local media reports, a young man died from what first appeared to be a toothache but then advanced to a blood infection and malaria.","Laut örtlichen Medienberichten ist ein junger Mann an dem gestorben, was zunächst wie Zahnschmerzen aussah, sich dann aber zu einer Blutvergiftung und Malaria entwickelte.",5
165,gpt-3.5-turbo-0125,mistralai/Mixtral-8x7B-Instruct-v0.1,A Kenyan court has given the government and the medical union 48 hours to agree on a deal.,"Ein kenianisches Gericht hat der Regierung und der Ärztegewerkschaft 48 Stunden Zeit gegeben, um sich auf ein Abkommen zu einigen.",5
1,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,Foreign ministers of the Group of Seven (G7) economic powers are meeting on the Italian Mediterranean island of Capri.,Die Außenminister der Gruppe der Sieben (G7) wirtschaftlichen Mächte sind auf der italienischen Mittelmeerinsel Capri zusammengetroffen.,5
2,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,Tensions in the Middle East and aid to Ukraine amid a Russian invasion will be major topics. US Secretary of State Antony Blinken and Ukrainian Foreign Minister Dmytro Kuleba have both stressed the need for the US Congress to pass a new military aid package for Kyiv as it fights against a Russian invasion.,"Die Spannungen im Nahen Osten und Hilfe für Ukraine während eines russischen Einmarschs werden die wichtigsten Themen sein. Der US-Außenminister Anthony Blinken und der ukrainische Außenminister Dmytro Kuleba haben beide betont, dass das US-Kongress eine neue Militärhilfspaket für Kyiv genehmigen muss, während es sich gegen einen russischen Einmarsch verteidigt.",5
3,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""At this moment, it is urgent that all of the friends and supporters of Ukraine maximize their efforts to provide Ukraine with what it needs to continue to effectively defend itself against the Russian aggression,"" Blinken said, speaking on the sidelines of the G7 foreign ministers' meeting on the Mediterranean island of Capri.","Es ist in diesem Moment dringend, dass alle Freunde und Unterstützer von Ukraine ihre Anstrengungen erhöhen, Ukraine mit dem Notwendigen zu versorgen, um sich weiterhin effektiv gegen die russische Aggression zu verteidigen.",5
4,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,Blinken said it was in the US' own interests to ensure Ukraine could ward off the Russian assault.,"Blinken sagte, es lag im eigenen Interesse der USA, dass die Ukraine herself against the Russian attack could defend.",4
5,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""If (Russian President Vladimir) Putin is allowed to proceed with impunity, we know he won't stop at Ukraine,"" Blinken said.","Wenn Putin weiterhin unbehelligt bleibt, wissen wir, dass er nicht nur in der Ukraine einschreiten wird.",5
6,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Kuleba said the US aid package, which has long been blocked by Republicans in Congress, ""will literally, without exaggeration, help save Ukrainians from Russian missile slaughter.""","Kuleba sagte, dass das US-Hilfspaket, das seit Langem von Republikanern im Kongress blockiert wurde, ""literarisch gesehen, ohne Übertreibung, das Leben der Ukrainier vor russischen Raketenangriffen retten wird.""",4
7,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Citing the Russian missile strike on Ukraine's historic city of Chernihiv on Wednesday, which killed at least 18 people, Kuleba said the tragedy was ""that these kind of attacks happen almost every day in Ukraine.""",No translation provided,4
8,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"The US House of Representatives is expected to vote on Saturday on new military aid, including some $61 billion (57 billion) in support for Ukraine.",Die USA-Repräsentantenhaus wird am Samstag über neue militärische Hilfe abstimmen...,4
9,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Iran's weekend attack on Israel must be met with some sort of response from the G7, German Foreign Minister Annalena Baerbock said on Thursday.",Iran muß eine Reaktion hervorrufen ...,3
10,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""We are also discussing further measures here at the G7, because, of course, there must be a response to this unprecedented incident,"" Baerbock said.",No translation provided,5
11,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"She warned, however, that ""there must be no further escalation in the region; that would be fatal for its people.""",Catalog of translations.,4
12,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Speaking ahead of the G7 foreign ministers' meeting, she recalled that Ukrainian Foreign Minister Dmytro Kuleba, who will also take part in the Capri gathering, had said, ""We need air defense now"" at a NATO meeting two weeks ago.","Die Sprechung vor der G7-Außenministertreffen erinnerte sie an, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, vor zwei Wochen bei einer NATO-Veranstaltung gesagt hat: ""Wir brauchen Luftverteidigung jetzt.""",4
13,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"More than 1,300 police officers and other security forces are being deployed on the island during the meeting.",mehr als 1.300 Polizeibeamte und andere Sicherheitskräfte werden auf der Insel während des Treffens eingesetzt.,5
14,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"A new survey shows the EU is losing face with business and government ""elites"" of Southeast Asia.","Eine neue Umfrage zeigt, dass die EU Gesicht verliert bei den Unternehmens- und Regierungs-Eliten Südostasiens.",5
15,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,Respondents showed less confidence in Brussels on issues like upholding free trade and global order.,Die Teilnehmer zeigten weniger Vertrauen in Brüssel bei Fragen wie der Einhaltung freier Handel und globaler Ordnung.,5
16,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"The European Union's reputation appears to have taken a hit in Southeast Asia, according to a region-wide survey of ""elites"" conducted by the ISEAS-Yusof Ishak Institute in Singapore.",No translation provided,0
17,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"The researchers gathered the data by questioning some 2,000 representatives of academia, business, government and civil society in January and February this year.",No translation provided,4
18,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,The results show that there is now less trust in the EU to uphold free trade or the rules-based order compared with last year.,"Die Ergebnisse zeigen, dass es nun weniger Vertrauen gibt, die EU werde die freie Handel oder das Regelbasierte System aufrechtzuerhalten, im Vergleich zuletztjähriger.",4
19,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Less than 14% of the respondents see the EU as the leading champion of the global free trade agenda, down from almost 22% in last year's survey.","Nur etwa 14% der Teilnehmer sehen die EU als den weltweiten Freien Handel champions an, im Vergleich zu fast 22% im letzten Jahrssurvey.",5
20,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"The survey also showed there is now less confidence that the EU would ""do the right thing"" to contribute to global peace, security, prosperity and governance.","Die Umfrage hat auch gezeigt, dass es nun weniger Vertrauen gibt, dass die EU die richtigen Schritte unternehmen würde, um globale Frieden, Sicherheit, Wohlstand und Regierungsführung zu fördern.",0
21,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Of those who had little or no trust in the EU to ""do the right thing,"" almost a third said it was because they thought Brussels was ""distracted with its internal affairs and thus cannot focus on global concerns and issues.""","Von ihnen, die wenig oder gar keinen Vertrauens had in die EU, um das Richtige zu tun, kamen fast ein Drittel davon, dass es darum ging, dass Brüssel sich mit seinen innere Angelegenheiten abgelenkt hat und kann daher auf globale Bedenken und Fragen nicht konzentrieren kann.",5
22,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""The findings of the State of Southeast Asia 2024 survey underline that the European Union needs to increase its cooperation efforts with Southeast Asia substantially,"" said David McAllister, chair of the European Parliament's Foreign Affairs Committee.","Die Ergebnisse des State of Southeast Asia 2024-Umfrages betonen, dass die Europäische Union sich mit Südostasien erheblich stärker kooperieren muss."", sagte David McAllister, Vorsitzender des Europäischen Parlaments Auswärtiger Ausschusses.",5
23,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Indeed, the same State of Southeast Asia survey found that Southeast Asians ranked the Gaza conflict as the most important geopolitical issue, beating the region's own concerns, such as tensions in the South China Sea and a civil war raging in Myanmar.",No translation provided,2
24,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Even before the war in Gaza escalated, the EU had been locked in a spat with Malaysia and Indonesia, the world's two largest palm oil producers, over Brussels' deforestation legislation.",No translation provided,3
25,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,The EU plans to ban the import of goods that can be traced to deforestation.,"Die EU plant, den Import von Gutten zu verboten, die auf Waldrodung zurückzuführen sind.",0
26,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,Several Southeast Asian states say this unfairly impacts their agricultural sectors and doesn't recognize the climate efforts they are making.,"several southeast asian states sagen, dass dies ungleicherweise ihre landwirtschaftlichen sektoren und nicht die klimaversuche, die sie machen, anerkennt.",4
27,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"World Trade Organization (WTO) also agreed with some of Malaysia's complaints about the way the EU had prepared, published and administered its deforestation regulations.","Die Welthandelsorganisation (WTO) einigte sich auch mit einigen von Malaysias Klagen über die Art und Weise, wie die EU ihre Deforestationsregeln vorbereitete, publizierte und verwaltete.",5
28,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"He told DW that the poll, for instance, found that the EU is ASEAN's fourth most important dialogue partner, after China, the US and Japan, and that it maintained its leading position as ASEAN's preferred strategic partner in hedging against US-China rivalry.","Der sagte DW, dass die Umfrage beispielsweise gezeigt hat, dass die UE ASEANs vierter wichtigster Dialogpartner ist, nach China, den USA und Japan, und dass es seine führende Position als strategischer Partner in der Vorgehensweise gegen Rivalität zwischen den USA und China behielt.",5
29,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""While this year the EU's position overall has weakened slightly, the overall assessment of the EU's role remains strong and positive,"" Stano said.",No translation provided,0
30,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Stano also advised caution over reading too much into the survey, noting that the composition of its respondents by geographic location and sector changes every year.","Stano riet auch vorsichtig darüber, zu viel aus dem Umfrage zu lesen, noting, dass die Zusammensetzung seiner Beantworteten durch geographische Location und Sektor ändert sich jährlich.",3
31,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""It's surprising how the EU's contributions and active engagement with the region are not properly reflected in the survey,"" he said, adding that perhaps the pollsters ""could have framed the questionnaire more carefully.""","Es ist erstaunlich, wie die EU...",4.5
32,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"For the most part, the survey results indicate that there is still hard work left to do for the EU to convince Southeast Asians of its long-term interests in the region.","Fur die meisten Teile zeigt die Umfrageergebnisse, dass es noch harte Arbeit gibt, um das EU für Südostasien zu überzeugen, dass es langfristige Interessen in der Region hat.",4
33,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"""It is all about rolling up our sleeves, sitting down with our friends in Thailand, the Philippines and Indonesia, and crafting deals that are fair, that help everyone grow and feel secure in their future,"" he told DW.",No translation provided,4
34,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"On Tuesday, the Olympic flame was lit in the ancient ruins of the Temple of Hera in Olympia in southwestern Greece.",mexican food ________.,5
35,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"It will now make its way to Paris, where the Summer Olympic Games are due to open on July 26.",No translation provided,4
36,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,"Until the closing ceremony on August 11, 10,500 athletes from 206 countries will compete at Paris 2024 in 32 disciplines.",Bis zum Abschlussceremonie am 11. August 2024 werden 10.500 Athleten aus 206 Ländern an den Paris 2024 Wettbewerben teilnehmen,5
37,meta-llama/Llama-2-7b-chat-hf,mistralai/Mixtral-8x7B-Instruct-v0.1,The French government has said that security will be the top priority during the event.,"Die französische Regierung hat gesagt, dass Sicherheit bei dem Ereignis das Hauptanliegen sein wird.",5
