sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
31,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","The time now is four years after the fact, and in Germany there is a debate about whether and how the country should work through this intense period and the political decisions that were made.",0,0,1,-1
32,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Insgesamt ist Deutschland gemessen an seiner sehr alten Bevölkerung gut durch die Pandemie gekommen.,"Germany, overall, has fared well during the pandemic compared to its very old population.",0,1,0,-3
33,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Herr Weidinger ist ein älterer Mann, er sagt: ""Das war eine schwierige Situation, also die einzige wahre Lösung gab es da vermutlich nicht."" ",Herr Weidinger said ...,0,0,3,-3
34,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wenn Deutschland jetzt seine Pandemie-Geschichte wirklich aufarbeitet, wird es eines der ersten Länder sein, die das tun."," invasion of pandemic history will make Germany one of the first countries to do so...


",1,0,0,-5
35,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Fest steht wohl schon jetzt: Die Verwerfungen durch Corona waren woanders weitaus stärker.,It is clear that the consequences of Corona were much more severe elsewhere...,0,0,0,0
36,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Raspelkurze Haare, schwarze Brille, Backenbart - und seine größte Leidenschaft gilt dem Computer.","He has short hair, black glasses, and a beard - and his greatest passion is for computers...",0,0,0,0
37,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Jetzt wird der Berliner, der so gar nicht wie ein Superman aussieht, wie ein Superheld gefeiert.",The Berliner who doesn't look like a superman is being celebrated as a hero...,0,0,0,0
38,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Denn: Er hat nichts weniger getan als das Internet gerettet und einen weltweiten Cyberangriff verhindert.,He had done nothing less than saving the internet and preventing a global cyber attack.,0,0,1,-1
39,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Zum Glück sitzt er gern vorm Computer.,He likes to sit in front of the computer gladly...,0,0,1,-1
40,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Das hat er auch vor ein paar Tagen im Flieger gemacht, als er nach einem Heimatbesuch wieder auf dem Rückweg nach San Francisco war.","No translation provided
",0,0,0,0
41,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Dort heuerte er vor fünf Jahren der Entwickler bei Microsoft an.,"#{start} => {result}
",0,0,1,-1
42,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Bei einigen Software-Tests auf seinem Computer fällt ihm auf, dass sich Verzögerungen von einer halben Sekunde einschlichen, wenn er Befehle im Linux-Betriebssystem eingab.","At some software tests on his computer, he notices that delays of half a second are infiltrating when he enters commands in the Linux operating system.",0,0,1,-1
43,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Er macht sich auf Spurensuche - und eine erstaunliche Entdeckung.,He goes on a trail hunt - and an amazing discovery...,0,0,1,-1
44,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Freund bemerkte, dass die Anmeldung plötzlich mehr Rechenleistung benötigte, ein Leistungsabfall von lediglich 500 Millisekunden.","Friend noticed that the registration suddenly required more computational power, a performance decrease of only 500 milliseconds.",0,0,1,-1
45,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Erstaunlich, wem er da auf die Spur kommt: Unbekannte haben im Linux-Betriebssystem eine sogenannte Hintertür eingebaut, die aktuellsten Versionen von ""xz-utils"" (ein Linux-Software-Werkzeug) manipuliert.","Erstaunlich, whom he follows on the trail: Unknown have embedded a backdoor in the latest versions of 'xz-utils' (a Linux software tool), manipulating them...",1,0,1,-6
46,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die ausgetüftelte Schadsoftware war vermutlich das Ergebnis einer jahrelangen Geheimaktion.,The likely result of a years-long secret operation was a sophisticated malware program.,0,0,1,-1
47,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Offenbar sollte schon bald ein weltweiter Cyberangriff gestartet werden.,Should already soon a global cyber attack be launched worldwide...,0,1,2,-5
48,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Der Schaden wäre riesig gewesen, die Hacker hätten Zugriff auf Millionen Computer gehabt.",The damage would have been huge had the hackers had access to millions of computers.,0,0,2,-2
49,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Auch etliche Rechenzentren laufen auf der Basis von Linux.,Also many calculation centers run on Linux basis...,0,0,0,0
50,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Am Karfreitag teilte Freund IT-Spezialisten seine Entdeckung mit - und schreckte weltweit Experten auf.,"On Good Friday, Friend IT specialist shared his discovery with - and shocked experts around the world...",1,0,1,-6
51,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wer hinter der Aktion steckt, ist noch unklar.","When it comes to finding out who is behind the action, it is still unclear.",0,0,0,0
52,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wahrscheinlich sind es Geheimdienst-Agenten eines Nachrichten-Dienstes, die in monatelanger Vorarbeit eine weltweite Aktion planten - die jetzt ein deutscher Computer-Nerd auffliegen ließ.",noble effort.,0,0,2,-2
53,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Microsoft-CEO Satya Nadella lobte Freunds ""Neugier und sein handwerkliches Können.""",Microsoft CEO Satya Nadella praised friends for their curiosity and craftsmanship.,0,0,0,0
54,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Der 38-Jährige selbst bleibt bescheiden, sagt: ""Ich bin ein eher privater Mensch.""","The 38-year-old man remains humble, saying: ""I am a rather private person.""",0,0,0,0
55,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Wahrheit enthüllt: Was die Medien Ihnen über Solar verschweigen.,The truth reveals: What the media isn't telling you about solar energy...,0,0,0,0
56,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Medien präsentieren Solarenergie oft als teure oder ineffiziente Option, doch die Wahrheit sieht ganz anders aus.","The media present solar energy as expensive or inefficient option, but the truth looks quite different...",0,0,1,-1
57,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Hinter den Kulissen hat sich ein Wandel vollzogen, der das Potential hat, Ihre Finanzen radikal zu verändern.","Invasion has taken place behind the scenes, with a potential to radically transform your finances.",1,0,1,-6
58,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wir decken auf, was wirklich hinter den Schlagzeilen steckt und warum eine Solaranlage eine Investition in Ihre finanzielle Zukunft ist.",We uncover what's really behind the headlines and why a solar installation is an investment in your financial future.,0,0,1,-1
59,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Warum kaum jemand vom Preissturz bei Solaranlagen weiß.,It is surprisingly little known that few people are aware of the price drop at solar panel installations...,1,0,1,-6
60,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Kosten für Solarpanels sind in den letzten Jahren drastisch gefallen - ein Detail, das oft unter den Tisch fällt.","The costs for solar panels have dramatically fallen in recent years ...
",0,0,0,0
61,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Dank fortschrittlicher Technologien und Massenproduktion sind die Preise so niedrig wie nie.,"Thanks to advanced technologies and mass production, prices are as low as they have never been before...",0,0,1,-1
62,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Lager sind extrem gut gefüllt!,The warehouse is extremely well stocked!,0,0,1,-1
63,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Oft wird dieser entscheidende Fakt jedoch verschwiegen, um traditionelle Energieanbieter zu schützen."," Begriffe like ""entscheidende Fakt"" are tricky to translate because they often have multiple meanings depending on the context. Please let me know if you have any questions or if there is anything else I can help you with!",0,0,1,-1
64,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Über die Lebensdauer einer Solaranlage können Sie Zehntausende Euro an Stromkosten einsparen.,"Over the lifespan of a solar panel system, you can save tens of thousands of euros in electricity costs.",0,0,0,0
65,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die anfängliche Investition rechnet sich schneller, als Sie denken.",The initial investment pays off faster than you think.,0,0,0,0
66,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Es gibt finanzielle Unterstützungen, die Ihre Investition noch attraktiver machen - ein weiteres Detail, das oft nicht breit kommuniziert wird.",It provides financial support that makes your investment more attractive - a detail that is not widely known.,0,0,0,0
67,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Binden Sie sich nicht länger an die Unberechenbarkeit des Energiemarktes.,Do not longer bind yourself to the unpredictability of the energy market.,0,0,0,0
68,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Mit einer Solaranlage sichern Sie sich gegen zukünftige Preissteigerungen ab.,You can secure yourself against future price increases with a solar installation.,0,0,0,0
69,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Lithium ist ein wesentlicher Bestandteil von Batteriespeichersystemen, die fast immer zusammen mit Photovoltaikanlagen installiert werden.","No translation provided


",0,0,0,0
70,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Der Preis für Lithium ist aufgrund von Produktionssteigerungen und der Erschließung neuer Lithiumminen weltweit stabilisiert und sogar stark reduziert.,The price of lithium has stabilized and even greatly reduced worldwide due to increases in production and the discovery of new lithium mines.,0,0,2,-2
71,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Das sorgt auch für deutlich günstigere Produktionspreise in der Solartechnik.,graduated to significantly cheaper production costs in solar technology...,0,0,1,-1
72,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Sie drücken bei Konsumenten weiterhin die alten Preise durch und erhöhen den eigenen Gewinn drastisch.,Sie haben einen Hund.,0,0,1,-1
73,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Um Verbraucher vor diesem kritischen Fehler zu bewahren, haben junge deutsche Unternehmer jetzt ein Vergleichs-Portal erschaffen.",Please help me!,0,0,0,0
74,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Das Portal erfreut sich derzeit immer größerer Beliebtheit, denn es vereinfacht das Einholen von Erstinformationen ungemein.","The portal is currently enjoying greater popularity, as it greatly simplifies the process of obtaining initial information...",0,0,0,0
75,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Das Besondere: Die Anbieter sind sich um den direkten Konkurrenzkampf bewusst und daher bemüht, Ihnen ein faires Angebot zu machen.",The providers are aware of the direct competition and therefore make a fair offer to you...,0,0,1,-1
76,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Erstmals hat die europäische Polizeibehörde Europol auf der Grundlage von Daten aus allen EU-Mitgliedsstaaten die Organisierte Kriminalität unter die Lupe genommen.,"For the first time, the European police authority Europol has taken a closer look at organized crime based on data from all EU member states.",0,0,0,0
77,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die europäische Polizeibehörde Europol hat erstmals die ""bedrohlichsten"" Banden des Kontinents analysiert.",The European police authority Europol has analyzed the most dangerous criminal bands on the continent for the first time.,0,0,1,-1
78,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Das schwere und organisierte Verbrechen ist allgegenwärtig und stellt weiterhin eine große Bedrohung der inneren Sicherheit der Europäischen Union dar"", heißt es in der 51 Seiten starken Studie.","Das severe and organized crime is ubiquitous and continues to pose a significant threat to the internal security of the European Union, according to a 51-page study.",0,0,1,-1
79,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die größte Bedrohung liegt Europol zufolge in der Infiltrierung der legalen Geschäftswelt - Ziele sind dabei die Erleichterung und Verdeckung der Verbrechen sowie das Waschen der Profite.,The greatest threat according to Europol is the infiltration of the legal business world - the goals are to facilitate and cover up crimes while laundering profits...,0,0,0,0
80,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Für ihre kriminellen Aktivitäten nutzen dem Bericht zufolge rund 86 Prozent der Banden ""legale Handelsstrukturen"".","Around 86% of criminal gangs use legal business structures for their activities, according to the report.",0,0,1,-1
81,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Kriminelle Banden bevorzugten Immobilien als Mittel zur Wäsche von Erträgen aus Straftaten, so Europol, und setzten dabei Anwälte oder Finanzexperten ein, ""die sich manchmal des kriminellen Ursprungs der Vermögenswerte nicht bewusst sind"".","Criminals prefer real estate as a means of laundering illegal profits, according to Europol, and they often hire lawyers or financial experts who may not be aware of the criminal origins of the assets.",0,0,2,-2
82,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Öl, Kupfer und Gold immer teurer: Was ist da los?","Oil, copper and gold are always getting more expensive: What's going on?",0,0,0,0
83,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Tankstellen in Deutschland sind wichtige Preis-Indikatoren: Wer regelmäßig an die Zapfsäule muss, bekommt ein Gespür für den Ölpreis.",Tank stations in Germany are important price indicators: Those who regularly have to fill up at the pump develop a feel for oil prices...,0,0,0,0
84,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Insbesondere die Ereignisse im Nahen und Mittleren Osten haben dazu beigetragen, dass die Ölpreise gestiegen sind.","Specifically, events in the Near and Middle East have contributed to the fact that oil prices have risen.",0,0,0,0
85,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Generell haben Rohstoffpreise, darunter auch Kupfer und Gold, in jüngster Zeit auf breiter Front zugelegt."," Generally, raw material prices, including copper and gold, have been gaining ground across the board in recent times.",0,0,0,0
86,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,So stieg der Preis für die Feinunze Gold zuletzt beispielsweise auf über 2300 US-Dollar - ein absoluter Höchststand.,"â (Note: 'Feinunze' in German refers to a fine gold content, usually expressed in parts per thousand, such as 999 fine gold)",0,0,1,-1
87,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Laut Carsten Fritsch von der Commerzbank kann man aktuell gar von einer ""Rohstoff-Rallye"" sprechen.","According to Carsten Fritsch of the Commerzbank, one can currently speak of a ""resource rally"".",0,0,0,0
88,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Gründe für den Preisanstieg - von Öl bis zum Gold - würden sich allesamt ähneln: ""Zumeist sind es Anzeichen für eine anziehende Nachfrage - gepaart mit Nachrichten eines eingeschränkten Angebots.""","The reasons for the price increase - from oil to gold - would all be similar: ""Mostly, it's signs of a growing demand - paired with news of a limited supply.""",0,0,0,0
89,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Der Preis für das wichtige Industriemetall Kupfer wird im Moment auch durch Spekulationen rund um eine Zinssenkung der US-Notenbank getrieben.,The price of the important industrial metal copper is currently being driven by speculations around a potential interest rate cut by the US central bank.,0,0,0,0
90,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Das schwächt wiederum den US-Dollar - und das macht in Dollar gehandelte Rohstoffe wie eben Kupfer für Anleger in anderen Währungsräumen billiger, das erhöht die Nachfrage und somit den Preis.",The weakening of the US dollar again makes ...,0,0,1,-1
91,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Beim Gold - in der Regel der sichere Hafen für Anleger in Krisensituationen - hingegen rätseln Anleger wie Marktbeobachter allerdings über die Gründe des Preisanstiegs.,"The safe haven for investors in crisis situations is typically the gold, however, investors and market observers are puzzled by the reasons for the price increase...",0,0,1,-1
92,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Mancher vermutet auch hier einen Zusammenhang mit der erhofften Zinssenkung.,Many people also assume a connection here with the hoped-for interest rate reduction.,0,0,0,0
93,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Allerdings verweist das World Gold Council auch auf das derzeit große Interesse von verschiedenen Notenbanken.,"However, various central banks are currently showing great interest in gold...",0,0,1,-1
94,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Diese hätten zuletzt ihre Käufe von Gold ""auf höchstem Niveau fortgesetzt"".",invasion,0,0,1,-1
95,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Im Falle des Erdöls kommt ein besonderer angebotseinschränkender Faktor hinzu: Die OPEC.," In the case of oil, a special restrictive factor comes into play: The OPEC (Organization of the Petroleum Exporting Countries) cartel.",1,0,0,-5
96,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Organisation erdölexportierender Länder hat bereits vor einigen Monaten die Produktion eingeschränkt.,The organization of exporting countries has already restricted production several months ago...,0,0,2,-2
97,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Mitte dieser Woche verkündete sie, keine Änderungen an dieser Förderpolitik vorzunehmen.",She announced mid-week that no changes would be made to this support policy.,0,0,1,-1
98,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Auch das dürfte dazu beitragen, die globalen Märkte in den nächsten Monaten angespannt zu halten - und den Preis für Rohöl womöglich weiter in die Höhe zu treiben.",Also this could contribute to keeping global markets tense over the next few months - and possibly drive up the price of oil even further...,0,0,1,-1
99,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Für Autofahrerinnen und Autofahrer sind diese Nachrichten rund um das 159-Liter Fass keine guten - zumindest nicht für diejenigen, die einen Verbrenner-PKW nutzen.",For drivers are these news around the 159-liter tank not good for those who use a gasoline-powered car.,0,1,0,-3
100,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Ölpreisentwicklung hat nämlich direkt spürbare Auswirkungen an der Tankstelle.,invasion of _______________ (noun) in the year _______________ (year) led to a major war in Europe.,0,0,0,0
101,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Da die Preise für Benzin und Diesel eng mit den Rohölpreisen korrelieren, führen steigende Ölpreise zu höheren Kraftstoffpreisen.","As the prices for gasoline and diesel are closely correlated with oil prices, increasing oil prices lead to higher fuel prices.",0,0,1,-1
102,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Verbraucher müssen somit tiefer in die Tasche greifen, wenn sie ihr Verbrenner-Auto auftanken wollen.",Consumers must therefore dig deeper into their pockets if they want to fill up their gas guzzler cars.,1,0,1,-6
103,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Darauf verweist auch eine aktuelle Auswertung des Automobilclubs ADAC zur Entwicklung der Kraftstoffpreise im März.,No translation provided,0,0,4,-4
104,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Demnach ist der Liter Super E10 drei Wochen in Folge im Preis gestiegen und lag im Monatsmittel bei 1,787 Euro.","According to the data, the liter of Super E10 has increased in price three weeks in a row and was averaged at â¬1.787 per month.",0,0,2,-2
105,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Der Dieselpreis veränderte sich dagegen kaum.,The diesel price changed hardly ...,0,0,1,-1
106,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Dass Diesel von den Preissteigerungen weniger stark betroffen ist, dürfte dem ADAC zufolge am bevorstehenden Ende der Heizperiode liegen - dann sinkt nämlich die Nachfrage nach dem Diesel sehr ähnlichen Heizöl."," Dass Diesel from the price increases less affected, according to the ADAC, may lie at the upcoming end of the heating period - then the demand for diesel very similar heating oil significantly decreases.",0,0,1,-1
107,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Stephan Jäger ist der erste männliche deutsche Golfer seit neun Jahren, der einen Sieg auf der PGA-Tour erringen kann.",Stephan JÃ¤ger is the first male German golfer in nine years to win on the PGA Tour.,0,0,1,-1
108,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Trotz wenig Erfolg auf höchster Ebene erfreut sich der Golfsport in Deutschland enormer Popularität.,"Despite limited success at the highest level, golf is enjoying immense popularity in Germany.",0,0,0,0
109,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.,"Stephen Jager watched with unbelieving eyes and tears the greatest moment of his golf career...

",0,0,1,-1
110,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"134 Turniere hatte Jäger bereits auf der PGA-Tour, der höchsten Golf-Liga der Welt, gespielt.","134 tournaments had JÃ¤ger already played on the PGA Tour, the highest golf league in the world.",0,0,1,-1
111,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Sich in so einem Feld durchzusetzen, ist eine enorme Leistung.",It is an immense achievement to prevail in such a field.,0,0,1,-1
112,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"So ein Sieg löst immer einen kleinen Boom im deutschen Golf aus"", sagt Baraka.","A big win always sparks a small boom in the German golf industry, according to Baraka.",0,0,1,-1
113,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Trotz des Golf-Hypes in Deutschland blieben die großen Erfolge auf der PGA-Tour zuletzt aber aus.,"Despite the golf hype in Germany, the big successes on the PGA Tour have been scarce recently...",0,0,1,-1
114,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Im Jahr 2000 schrieb Tina Fischer Geschichte als erste deutsche Spielerin, die ein LPGA-Event für sich entscheiden konnte.","In 2000, Tina Fischer wrote history as the first German player to win an LPGA event.",0,0,0,0
115,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport.","Despite Kariem Baraka sees no reason to worry: ""Generally, the development of our top players - both among women and men - has been very positive in recent years,"" he says, citing many successes on the DP World Tour, the top league in Europe for professional golf.",0,0,1,-1
116,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We must continue this process so that successes like Stephan Jager's don't become isolated incidents.,0,0,1,-1
117,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.,The Munich-born hunter lives already for 16 years in the USA.,0,0,0,0
118,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,"No translation provided

",0,0,0,0
119,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil.",edly...,0,0,1,-1
120,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden.",No translation provided,0,0,0,0
121,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka.",More golfers and golfers in Germany will result in more top players and top players if the golf sport is accessible to all social classes and income levels.,0,0,1,-1
122,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,Already some talents are standing in the starting holes of German youth.,0,0,1,-1
123,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.," ÐÐµÑformed by Helen Briem, regarded as the greatest German golf talent...",0,0,1,-1
124,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.,The 18-year-old from NÃ¼rtingen near Stuttgart has already won last year as the first German in the 104-year history of the most prestigious junior women's tournament in the world.,0,0,1,-1
125,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt."," Avant-garde Tiger Christensen is considered the greatest German junior hopeful...

",0,0,1,-1
126,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",augmented => =>  optimistic,0,0,0,0
127,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.," ÐÐµÑforms a height-adjustable desk or ergonomic chair promote a healthy workday...

",0,0,1,-1
