sent_id,generator,evaluator,german_sentence,Translation,score
104,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Demnach ist der Liter Super E10 drei Wochen in Folge im Preis gestiegen und lag im Monatsmittel bei 1,787 Euro.","Therefore, the liter of Super E10 has increased in price for three consecutive weeks and averaged 1.787 Euros in the monthly mean.",5
105,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Der Dieselpreis veränderte sich dagegen kaum.,The price of diesel hardly changed.,5
106,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Dass Diesel von den Preissteigerungen weniger stark betroffen ist, dürfte dem ADAC zufolge am bevorstehenden Ende der Heizperiode liegen - dann sinkt nämlich die Nachfrage nach dem Diesel sehr ähnlichen Heizöl.","The fact that diesel is less affected by price increases is, according to the ADAC, due to the impending end of the heating season - then the demand for heating oil, which is very similar to diesel, decreases.",5
107,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Stephan Jäger ist der erste männliche deutsche Golfer seit neun Jahren, der einen Sieg auf der PGA-Tour erringen kann.",Stephan JÃ¤ger is the first male German golfer in nine years who can win a PGA Tour event.,5
108,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Trotz wenig Erfolg auf höchster Ebene erfreut sich der Golfsport in Deutschland enormer Popularität.,"Despite little success at the highest level, golf in Germany enjoys enormous popularity.",5
109,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.," Skeptically and with tears in his eyes, Stephan JÃ¤ger observed what was probably the greatest moment of his golf career.",5
110,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"134 Turniere hatte Jäger bereits auf der PGA-Tour, der höchsten Golf-Liga der Welt, gespielt.","134 tournaments had already played Hunter on the PGA Tour, the highest golf league in the world.",5
111,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Sich in so einem Feld durchzusetzen, ist eine enorme Leistung.",To establish oneself in such a field is an enormous achievement.,5
112,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"So ein Sieg löst immer einen kleinen Boom im deutschen Golf aus"", sagt Baraka.","Such a victory always triggers a small boom in German golf, says Baraka.",5
113,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Trotz des Golf-Hypes in Deutschland blieben die großen Erfolge auf der PGA-Tour zuletzt aber aus.," Despite the golf hype in Germany, the big successes on the PGA Tour have been missing lately.",5
114,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Im Jahr 2000 schrieb Tina Fischer Geschichte als erste deutsche Spielerin, die ein LPGA-Event für sich entscheiden konnte.","In the year 2000, Tina Fischer made history as the first German golfer to win an LPGA event.",5
115,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport.","Nevertheless, Kariem Baraka sees no reason for concern: ""Fundamentally, the development of our top players - both women and men - has been very positive over the past few years,"" he says, referring to many successes on the DP World Tour, the top league in Europe for professional golf.",5
116,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We must continue this process so that victories like Stephan JÃ¤ger's are not an exception.,5
117,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.," The hunter, who was born in Munich, actually lives already since 16 years in the USA.",0
118,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,"Even as a teenager, he switched to playing golf first at a US high school and then played very successfully for the University of Tennessee in Chattanooga for several years.",5
119,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil.","On other levels, too, the 45-year-old, who used to play as a professional on tour himself, sees the USA at an advantage.",5
120,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden.","In order to introduce more young people to golf early on, it must also be made more accessible to the general public.",5
121,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka.","If we manage to make golf accessible in Germany to every social class and income level, making it a leisure option for all, there will be more golfers in Germany, and thus also more top female and male players.",5
122,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,Some talents in the German youth are already standing in the starting blocks.,5
123,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.,Helen Briem is considered the greatest German golf talent among women.,5
124,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.,The 18-year-old from NÃ¼rtingen near Stuttgart was able to win the most important junior tournament in the world last year as the first German in the 104-year history of the tournament.,5
125,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt.","Tiger Christensen is regarded as the greatest German youth prospect among men, who shares his first name with one of the best golfers of all time.",5
126,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",German golf fans in Germany can certainly be optimistic that they will not have to wait another nine years for another PGA Tour victory.,5
127,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,An adjustable height desk or ergonomic chairs promote a healthy workday.,5
128,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern.","A team of physiotherapists, trainers, and doctors aims to improve not only health, well-being, and productivity in everyday work life with ergonomic office furniture, but also with holistic solutions.",5
129,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,"Following this philosophy, Ergotopia runs a YouTube channel and supports with helpful exercises and tips for more movement and less pain in everyday life.",5
130,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","It is well known that an adjustable height desk promotes a more active lifestyle, but in addition, Ergotopia also offers free expert articles, infographics, and online courses.",5
131,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,The goal: to promote awareness for a healthy and active (work) life and thus counteract common ailments such as back and neck pain.,5
132,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This office chair combines modern design and high-end ergonomic components.,5
133,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein.","By its minimalist design, which deliberately refrains from protruding attachments, it fits into any environment.",5
134,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,The integrated synchronous mechanism in combination with a flexible lordosis support adapts individually to the ergonomic needs of the user.,5
135,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht.","An ergonomic office chair made of 100% recycled material is breathable, water- and dirt-repellent and therefore particularly easy to care for.",5
136,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.," At the same time, it provides additional comfort during long workdays.",5
137,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte.","During a snowboarding trip, Richard Rupp, co-founder of Ergotopia, felt strong back pain after just a few hours on the ski slope, which he attributed to excessive sitting.",5
138,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""",His first thought was: ÂThat shouldn't happen to me at my age.Â.,5
139,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.","As reported by the authorities, the area of New York City was hit by an earthquake with a preliminary magnitude of 4.7 on Friday.",5
140,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD correspondent Herbert Bauernebel lives in New York City himself.,5
141,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia.","He reports: ""Our entire house shook for 15 to 20 seconds, then it was all over."" The epicenter of the earthquake was near the Lebanon district in the US state of New Jersey, about 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",5
142,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet.","Customers in a cafÃ© in Lower Manhattan were complaining about the clattering dishes, as reported by the news agency AP.",5
143,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten.","An employee to AP: ""I thought there couldn't be an earthquake here."" We currently have no reports of major impacts, but we are still evaluating the consequences.",4
144,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New York residents reported on social media that they felt a rumble on the East Coast.,5
145,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",The New York Fire Department reported no initial damage reports.,5
146,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake from the 23rd.,5
147,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.",The earthquake that shook millions of people from Georgia to Canada in August 2011.,5
148,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is perceptible and is also perceived by citizens - as shown by the ARD-Germany trend.,5
149,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,"By now, the money has been largely earmarked for fixed contracts on armaments.",5
150,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde.","The Federal Armed Forces should be restructured in such a way that it is prepared for emergencies, i.e. in case Germany is attacked.",5
151,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,7 out of 10 and therefore more than 5 years ago consider peace and security in Europe as very strongly or strongly threatened.,4
152,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The opinion research institute infratest-dimap surveyed a total of 1304 eligible voters for the Germany trend on April 2 and 3, 2024, who were representative.",5
153,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist.","Germany and its allies should credibly deter, so that no one gets the idea to attack us as NATO territory, emphasized Pistorius, who in the ARD-Germany trend is by far the most popular politician.",5
154,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The support for the alliance in the population is large given the current situation.,5
155,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig.","The Alliance is important for the maintenance of peace in Europe for 82 percent, but only about every tenth person considers it unnecessary.",5
156,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt.","Donald Trump, who wants to become US President again, has questioned the membership of the USA in NATO more than once.",5
157,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans consider it important to preserve the common alliance with the USA.,5
158,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",69 percent are of the opinion that this is in the European self-interest.,5
159,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019.","The attitude of the Federal Republic of Germany's citizens towards the EU is positive in the ARD-Germany trend, nonetheless there are deductions compared to the last European election in 2019.",5
160,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt.","Six out of ten Germans emphasize that Germany is economically well off due to the EU at present, while two thirds underline that one lives more securely in Europe through the EU.",5
161,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen.","Currently, there is also a debate in Germany about what to do with people who receive BÃ¼rgergeld, the state's basic security for the unemployed, but reject job offers.",5
162,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten."," In light of the problems with the state pension system, opinion pollsters also asked what citizens think about working longer.",5
163,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt.","69 percent are against further increasing the retirement age, 25 percent see it as a right step.",5
164,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,The regular government time of the three-alliance lasts for another one and a half years.,5
165,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they be able to tackle the problems that are important to the Germans in the remaining time?,5
1,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.","During certain parts of the week, snow began to fall in some parts of Europe.",0
2,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,"""GebÃ¯Â¿Â½ude was to die part, which part he or she fell asleep in.""",0
3,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden.","In many houses, gas leaks and other problems occurred in bathrooms, garage sheds, and many streets...",0
4,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some people reported that they had not yet experienced something new...,3
5,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is located on an islet off the coast of two plate-tectonic plates, the European and the Pacific.",1.5
6,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,1999 traf ein ähnlich starkes Beben die Inselrepublik.,1999 brought an extremely powerful earthquake to the island republic of Iceland.,1
7,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Folgen damals waren wesentlich verheerender.,The consequences were severe.,nan
8,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Mindestens 2400 Menschen kamen ums Leben.,Only two thousand people died.,nan
9,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Taiwan investierte seither mehr in Erdbeben-Prävention.,Taiwan invested more in drought prevention research and development than in other areas of government funding.,0
10,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden.",A group of bergå·¥äºº who were forced from Taiwan by the hard-hitting earthquake there have been released.,nan
11,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.",How many workers were rescued from a brothel in the Orient Ocean by the fire department within hours?,0
12,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht.",RettungskrÃ¯Â¿Â½fte were already stationed six workers at a different settlement after being brought to the region by military vehicles from that part of the country.,1
13,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,"At that time, the number of dead bodies had reached nine.",nan
14,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit.","A 65-year-old man has been found on a walk in the Taroko National Park in the Outer Island of the Outward Archipelago, and had been accompanied by other hikers.",1
15,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Zahl der Verletzten nach den Erdstößen legte derweil leicht auf 1058 zu.,The number of victims who were left after the earthquake was relatively low to be 1058.,nan
16,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Aufräumarbeiten gehen derweil weiter.,The work will continue.,nan
17,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"So liefen umfangreiche Maßnahmen an, um beschädigte Straßen zu reparieren und Gebäude in gefährlicher Schieflage zu stützen.","So long as there is enough money to pay for repairs and restore damaged roads, it will be possible to plant new trees in a short-term rebuild.",1
18,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Nach dem Beben sind nach amtlichen Angaben noch mehr als 640 Menschen von der Außenwelt abgeschnitten.,"After being born, more than 640 people from the AusÃ­Â¿Â½enwelt live in it.",0
19,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Allein in einer Wanderunterkunft im Kreis Hualien halten sich demnach 615 Menschen auf.,"All in a wanderthrough Hualien, 615 people are present.",0
20,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,24 Touristen säßen noch in einer Höhle fest.,24 tourists still attend a festival in a h Ã¯Â¿Â½Ã¯Â¿Â½en...,nan
21,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Zu weiteren etwa 30 vermissten Menschen fehlte noch jeder Kontakt.,Still approximately 30 people had no contact with each other after further 30 failed attempts...,nan
22,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Suche nach eingeschlossenen und vermissten Menschen konzentriert sich auf die Gegend um die Stadt Hualien.,The search for missing and forgotten people concentrated on the town of Hualien.,1
23,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Nach einem Besuch in einem dortigen Notfallzentrum sagte Regierungschef Chen Chien-jen, er hoffe, dass ""wir den heutigen Tag nutzen können, um alle gestrandeten und vermissten Menschen zu finden"".","After a visit to a local not-for-profit center, Governor Chen Chien-jen expressed hope that ""we can find people who have been forgotten today and find them again tomorrowâ¦â",nan
24,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Immer mehr Politiker und Gesundheitsexperten fordern, dass Deutschland die Zeit während der Corona-Pandemie kritisch aufarbeiten soll.",increasingly politicians and health professionalså¼å Germany to work hard during the COVID-19 pandemic.,1
25,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Sie war eine der größten Herausforderungen für die Politik nach dem Zweiten Weltkrieg, nicht nur in Deutschland: Weltweit hatte die Corona-Pandemie  ab Anfang 2020 zur Folge, dass Grundrechte außer Kraft gesetzt und Lockdowns verhängt wurden.",The most challenging task for political policymakers after World War II was not just Germany: theç« pandemic had caused a global outbreak of rights to fundamental freedoms and lockdowns had been implemented worldwide from early 2020.,0
26,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Schulen, Kindergärten und viele Unternehmen mussten vorübergehend schließen.","Schulen, kindergÃ¤rtens und many companies needed to be closed immediately...",4
27,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Und nachdem die ersten  Impfstoffe bis Mitte des Jahres 2021 in großen Mengen verfügbar waren, entstand ein großer Druck, auch in der Gesellschaft, sich auch tatsächlich impfen zu lassen.","And after the first batch of initial immunosteroids were available by mid-February 2021, there was an even greater number, as well as in society, to contract them...",0
28,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","So far as I can tell, there is a debate taking place in Germany about whether to pursue an intense period of time and political decisions on this topic.",3
29,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Viele vor allem kleine Betriebe, Restaurants etwa, haben die Zeit der Schließungen nicht überlebt.","Many small businesses, restaurants, and cafes have lost time during this period of uncertainty.",1
